Date,Open,High,Low,Close,Adj Close,Volume,abs_bins,pct_change,pct_change_bins
2018-06-29,38.25,38.75,37.81999969482422,37.959999084472656,37.15617370605469,6032100,3,,
2018-07-02,37.7400016784668,38.400001525878906,37.43999862670898,38.36000061035156,37.54770278930664,3363500,3,0.010537448248846948,2.0
2018-07-03,37.63999938964844,38.33000183105469,36.7599983215332,37.75,36.95061492919922,5645300,3,-0.01590199688857541,0.0
2018-07-05,37.849998474121094,38.18000030517578,37.52000045776367,37.9900016784668,37.1855354309082,6181500,3,0.00635766035673635,2.0
2018-07-06,38.18999862670898,38.38999938964844,37.7599983215332,38.09000015258789,37.28341674804688,3695000,3,0.0026322313688598165,2.0
2018-07-09,38.209999084472656,39.40999984741211,38.06999969482422,39.310001373291016,38.47758483886719,4530400,3,0.0320294359626101,3.0
2018-07-10,39.38000106811523,39.400001525878906,38.5,39.11999893188477,38.291603088378906,4910000,3,-0.00483343766900346,1.0
2018-07-11,38.310001373291016,38.34000015258789,35.900001525878906,35.959999084472656,35.19852066040039,24894200,2,-0.0807770944195133,0.0
2018-07-12,36.400001525878906,36.77000045776367,35.63999938964844,36.33000183105469,35.560691833496094,12226300,2,0.0102892868743647,2.0
2018-07-13,36.310001373291016,37.2599983215332,36.13999938964844,37.11999893188477,36.33395385742188,10829800,3,0.021745033333711472,3.0
2018-07-16,37.2599983215332,37.58000183105469,36.93000030517578,37.27999877929688,36.49056243896485,5358400,3,0.004310340840949722,2.0
2018-07-17,37.099998474121094,38.04999923706055,37.08000183105469,37.38000106811523,36.58845138549805,6274400,3,0.002682464916653471,2.0
2018-07-18,38.0,39.20000076293945,38.0,38.36999893188477,37.55748748779297,10297400,3,0.026484693298042927,3.0
2018-07-19,38.31999969482422,38.38000106811523,37.54999923706055,38.13000106811523,37.32257080078125,4985200,3,-0.006254831129799965,1.0
2018-07-20,37.959999084472656,38.38000106811523,37.810001373291016,37.88000106811523,37.07786560058594,5302700,3,-0.006556516994410844,1.0
2018-07-23,37.650001525878906,38.22000122070313,37.36000061035156,38.040000915527344,37.234474182128906,4697300,3,0.004223860689032355,2.0
2018-07-24,38.18999862670898,38.38999938964844,37.040000915527344,37.45000076293945,36.6569709777832,6415100,3,-0.015509993122714727,0.0
2018-07-25,37.31999969482422,38.34000015258789,37.31999969482422,38.18999862670898,37.38129806518555,7336300,3,0.019759622128014076,3.0
2018-07-26,37.849998474121094,40.45000076293945,37.599998474121094,40.02000045776367,39.17254257202149,12832300,3,0.04791835288977575,3.0
2018-07-27,39.93000030517578,40.86000061035156,39.5099983215332,39.68999862670898,38.84953689575195,8445100,3,-0.008245922720639953,1.0
2018-07-30,39.88000106811523,40.290000915527344,38.93000030517578,38.97000122070313,38.14478302001953,5746200,3,-0.018140524840465244,0.0
2018-07-31,39.2599983215332,39.86999893188477,39.13999938964844,39.540000915527344,38.70271301269531,5761100,3,0.014626627584537921,3.0
2018-08-01,39.38000106811523,39.47000122070313,37.68999862670898,38.13999938964844,37.33235168457031,7080700,3,-0.03540722037083022,0.0
2018-08-02,37.86000061035156,38.11999893188477,37.349998474121094,37.93000030517578,37.12680435180664,5920700,3,-0.005506006497987825,1.0
2018-08-03,38.060001373291016,38.61999893188477,38.04999923706055,38.41999816894531,37.6064338684082,3975100,3,0.012918477717561938,2.0
2018-08-06,38.2599983215332,38.4900016784668,37.86999893188477,38.40999984741211,37.69475173950195,3339900,3,-0.000260237428675536,2.0
2018-08-07,38.650001525878906,38.7400016784668,38.18999862670898,38.2599983215332,37.54754638671875,6427100,3,-0.0039052727538350096,1.0
2018-08-08,38.40999984741211,38.86000061035156,38.22000122070313,38.38000106811523,37.66530990600586,3886500,3,0.003136506843872011,2.0
2018-08-09,38.54999923706055,38.7400016784668,37.88999938964844,37.91999816894531,37.21387481689453,3699400,3,-0.011985484272226121,1.0
