Date,Open,High,Low,Close,Adj Close,Volume
2018-06-29,186.2899932861328,187.19000244140625,182.91000366210938,185.11000061035156,180.67184448242188,22737700
2018-07-02,183.82000732421875,187.3000030517578,183.4199981689453,187.17999267578125,182.6922149658203,17731300
2018-07-03,187.7899932861328,187.9499969482422,183.5399932861328,183.9199981689453,179.51039123535156,13954800
2018-07-05,185.25999450683594,186.41000366210938,184.27999877929688,185.39999389648438,180.95489501953125,16604200
2018-07-06,185.4199981689453,188.42999267578125,185.1999969482422,187.97000122070312,183.46327209472656,17485200
2018-07-09,189.5,190.67999267578125,189.3000030517578,190.5800018310547,186.01071166992188,19756600
2018-07-10,190.7100067138672,191.27999877929688,190.17999267578125,190.35000610351562,185.7862548828125,15939100
2018-07-11,188.5,189.77999877929688,187.61000061035156,187.8800048828125,183.37542724609375,18831500
2018-07-12,189.52999877929688,191.41000366210938,189.30999755859375,191.02999877929688,186.4499053955078,18041100
2018-07-13,191.0800018310547,191.83999633789062,190.89999389648438,191.3300018310547,186.74270629882812,12513900
2018-07-16,191.52000427246094,192.64999389648438,190.4199981689453,190.91000366210938,186.33279418945312,15043100
2018-07-17,189.75,191.8699951171875,189.1999969482422,191.4499969482422,186.85983276367188,15534500
2018-07-18,191.77999877929688,191.8000030517578,189.92999267578125,190.39999389648438,185.8350067138672,16393400
2018-07-19,189.69000244140625,192.5500030517578,189.69000244140625,191.8800048828125,187.27955627441406,20286800
2018-07-20,191.77999877929688,192.42999267578125,190.1699981689453,191.44000244140625,186.85011291503906,20676200
2018-07-23,190.67999267578125,191.9600067138672,189.55999755859375,191.61000061035156,187.0159912109375,15989400
2018-07-24,192.4499969482422,193.66000366210938,192.0500030517578,193.0,188.37269592285156,18697900
2018-07-25,193.05999755859375,194.85000610351562,192.42999267578125,194.82000732421875,190.14906311035156,16709900
2018-07-26,194.61000061035156,195.9600067138672,193.61000061035156,194.2100067138672,189.55368041992188,19076000
2018-07-27,194.99000549316406,195.19000244140625,190.10000610351562,190.97999572753906,186.40113830566406,24024000
2018-07-30,191.89999389648438,192.1999969482422,189.07000732421875,189.91000366210938,185.35678100585938,21029500
2018-07-31,190.3000030517578,192.13999938964844,189.33999633789062,190.2899932861328,185.72764587402344,39373000
2018-08-01,199.1300048828125,201.75999450683594,197.30999755859375,201.5,196.6688995361328,67935700
2018-08-02,200.5800018310547,208.3800048828125,200.35000610351562,207.38999938964844,202.4176788330078,62404000
2018-08-03,207.02999877929688,208.74000549316406,205.47999572753906,207.99000549316406,203.00328063964844,33447400
2018-08-06,208.0,209.25,207.07000732421875,209.07000732421875,204.05738830566406,25425400
2018-08-07,209.32000732421875,209.5,206.75999450683594,207.11000061035156,202.14437866210938,25587400
2018-08-08,206.0500030517578,207.80999755859375,204.52000427246094,207.25,202.2810516357422,22525500
