Date,Open,High,Low,Close,Adj Close,Volume
2018-06-29,68.0,68.7699966430664,66.87999725341797,66.91999816894531,63.12738800048828,24193900
2018-07-02,66.20999908447266,67.16000366210938,65.94000244140625,67.16000366210938,63.353790283203125,12699100
2018-07-03,67.44999694824219,67.48999786376953,65.94000244140625,66.05999755859375,62.316131591796875,12346000
2018-07-05,66.44000244140625,66.83000183105469,66.22000122070312,66.55999755859375,62.78779220581055,12359000
2018-07-06,66.22000122070312,67.33999633789062,65.9000015258789,67.13999938964844,63.334930419921875,13174900
2018-07-09,67.5,69.05000305175781,67.48999786376953,68.94000244140625,65.03291320800781,15148500
2018-07-10,69.2300033569336,69.3499984741211,67.94999694824219,68.2300033569336,64.36314392089844,17057700
2018-07-11,67.97000122070312,68.45999908447266,67.83999633789062,67.91000366210938,64.06128692626953,13262800
2018-07-12,68.36000061035156,68.5999984741211,67.94000244140625,68.51000213623047,64.62728118896484,13345200
2018-07-13,67.98999786376953,68.30000305175781,66.22000122070312,67.0,63.202857971191406,34054000
2018-07-16,67.36000061035156,69.70999908447266,67.27999877929688,69.45999908447266,65.5234375,26659900
2018-07-17,69.5,69.87000274658203,68.80000305175781,69.3499984741211,65.41967010498047,17262800
2018-07-18,69.22000122070312,70.26000213623047,69.22000122070312,69.8499984741211,65.89134216308594,16321200
2018-07-19,69.5,69.55999755859375,68.55999755859375,68.98999786376953,65.080078125,14833900
2018-07-20,68.79000091552734,69.55999755859375,68.52999877929688,69.22000122070312,65.29703521728516,12017500
2018-07-23,69.16000366210938,70.44999694824219,69.01000213623047,70.20999908447266,66.23091888427734,15764000
2018-07-24,70.4000015258789,71.47000122070312,70.29000091552734,71.06999969482422,67.04219818115234,21883800
2018-07-25,70.81999969482422,71.75,70.75,71.72000122070312,67.65535736083984,14232700
2018-07-26,71.75,71.91000366210938,71.25,71.33999633789062,67.29689025878906,11169200
2018-07-27,71.36000061035156,71.81999969482422,71.16000366210938,71.69000244140625,67.62705993652344,11194100
2018-07-30,71.86000061035156,72.79000091552734,71.80000305175781,72.29000091552734,68.19306182861328,16339100
2018-07-31,72.19999694824219,72.37000274658203,71.62999725341797,71.88999938964844,67.81572723388672,13608100
2018-08-01,72.5,73.08000183105469,71.9000015258789,71.93000030517578,67.85344696044922,13612200
2018-08-02,71.33999633789062,71.93000030517578,71.0199966430664,71.83999633789062,67.76854705810547,13248600
2018-08-03,71.63999938964844,72.5199966430664,71.56999969482422,72.38999938964844,68.71782684326172,13680000
2018-08-06,72.16000366210938,72.6500015258789,71.93000030517578,72.4000015258789,68.7273178100586,10121400
2018-08-07,72.56999969482422,72.91000366210938,72.38999938964844,72.41000366210938,68.73681640625,12991100
2018-08-08,72.13999938964844,73.20999908447266,72.05999755859375,72.88999938964844,69.19247436523438,10178900
2018-08-09,72.44000244140625,72.6500015258789,71.88999938964844,71.9800033569336,68.32862854003906,11044200
2018-08-10,70.62999725341797,70.9000015258789,69.9000015258789,70.26000213623047,66.69587707519531,20240100
2018-08-13,70.19999694824219,70.36000061035156,69.05999755859375,69.16000366210938,65.65167999267578,16926100
2018-08-14,69.30000305175781,70.19999694824219,69.25,70.01000213623047,66.45857238769531,12668200
2018-08-15,69.2300033569336,69.43000030517578,68.08000183105469,68.6500015258789,65.16755676269531,18952300
2018-08-16,69.16000366210938,69.88999938964844,69.08999633789062,69.55999755859375,66.03138732910156,13439600
2018-08-17,69.41999816894531,69.87000274658203,69.25,69.66999816894531,66.13581085205078,10329600
2018-08-20,69.45999908447266,70.69999694824219,69.37999725341797,70.52999877929688,66.95217895507812,11233300
2018-08-21,70.62999725341797,71.6500015258789,70.58000183105469,71.23999786376953,67.62616729736328,12261100
2018-08-22,71.16000366210938,71.41999816894531,70.97000122070312,71.12000274658203,67.51225280761719,7297600
2018-08-23,71.02999877929688,71.20999908447266,70.63999938964844,70.80999755859375,67.21797180175781,8310000
2018-08-24,70.5999984741211,71.26000213623047,70.51000213623047,70.66999816894531,67.08507537841797,8760000
2018-08-27,71.06999969482422,72.6500015258789,70.94000244140625,72.38999938964844,68.71782684326172,13545300
2018-08-28,72.56999969482422,72.75,72.22000122070312,72.37999725341797,68.70832824707031,9688600
2018-08-29,72.30000305175781,72.83999633789062,72.0199966430664,72.52999877929688,68.85073852539062,7146800
2018-08-30,72.08999633789062,72.36000061035156,71.33000183105469,71.45999908447266,67.83500671386719,13197700
2018-08-31,71.05000305175781,71.29000091552734,70.58999633789062,71.23999786376953,67.62616729736328,11898200
2018-09-04,70.98999786376953,71.58000183105469,70.37000274658203,71.4000015258789,67.7780532836914,10108500
2018-09-05,71.19999694824219,71.77999877929688,71.13999938964844,71.16999816894531,67.5597152709961,13138100
2018-09-06,70.93000030517578,71.11000061035156,69.91999816894531,70.11000061035156,66.5534896850586,15207100
2018-09-07,70.33999633789062,70.44999694824219,69.47000122070312,69.63999938964844,66.1073226928711,15180600
2018-09-10,69.9800033569336,70.27999877929688,69.62000274658203,69.62999725341797,66.09783172607422,12353600
2018-09-11,69.26000213623047,69.70999908447266,68.91000366210938,69.43000030517578,65.9079818725586,12650000
2018-09-12,70.95999908447266,71.6500015258789,70.51000213623047,70.51000213623047,66.9332046508789,17434900
2018-09-13,70.9000015258789,71.69999694824219,70.02999877929688,70.1500015258789,66.5914535522461,13569000
2018-09-14,70.18000030517578,70.87999725341797,70.1500015258789,70.54000091552734,66.96167755126953,9653300
2018-09-17,70.79000091552734,71.44999694824219,70.4000015258789,70.87999725341797,67.28443145751953,11323000
2018-09-18,71.30000305175781,71.58999633789062,70.5999984741211,71.36000061035156,67.7400894165039,11457100
2018-09-19,71.54000091552734,74.12999725341797,71.54000091552734,73.72000122070312,69.98036193847656,21766100
2018-09-20,74.5,75.01000213623047,74.26000213623047,74.79000091552734,70.99608612060547,23550500
2018-09-21,74.9800033569336,75.23999786376953,73.97000122070312,74.1500015258789,70.3885498046875,28874700
2018-09-24,74.08000183105469,74.52999877929688,73.12000274658203,73.83999633789062,70.09426879882812,14023100
2018-09-25,74.22000122070312,74.52999877929688,73.47000122070312,73.51000213623047,69.78102111816406,12324300
2018-09-26,73.5199966430664,73.98999786376953,72.37000274658203,72.44999694824219,68.77478790283203,15060000
2018-09-27,72.9000015258789,73.62000274658203,72.37999725341797,72.94999694824219,69.24942016601562,11420600
2018-09-28,72.05999755859375,72.43000030517578,71.4800033569336,71.73999786376953,68.10079956054688,14341900
2018-10-01,72.23999786376953,72.86000061035156,71.76000213623047,71.93000030517578,68.28116607666016,11263700
2018-10-02,71.51000213623047,72.18000030517578,71.02999877929688,71.80000305175781,68.15776062011719,12746900
2018-10-03,72.54000091552734,72.83999633789062,72.0199966430664,72.36000061035156,68.68936157226562,11977900
2018-10-04,72.77999877929688,73.9800033569336,72.0199966430664,72.62000274658203,68.9361572265625,18956800
2018-10-05,72.94999694824219,73.12000274658203,72.06999969482422,72.41999816894531,68.74630737304688,11481400
