Date,Open,High,Low,Close,Adj Close,Volume
2018-06-29,195.86000061035156,198.8300018310547,194.99000549316406,195.10000610351562,186.58657836914062,4106600
2018-07-02,193.82000732421875,194.17999267578125,192.1199951171875,194.02000427246094,185.55368041992188,3822800
2018-07-03,194.44000244140625,195.7100067138672,193.41000366210938,193.6199951171875,185.171142578125,1608400
2018-07-05,194.49000549316406,194.74000549316406,193.1300048828125,194.41000366210938,185.92665100097656,3040600
2018-07-06,194.5800018310547,195.35000610351562,192.9499969482422,194.47999572753906,185.9935760498047,2552400
2018-07-09,195.6999969482422,196.7100067138672,195.02999877929688,196.0800018310547,187.5238037109375,2575100
2018-07-10,196.55999755859375,197.75999450683594,196.3800048828125,197.61000061035156,188.98703002929688,2842400
2018-07-11,197.22000122070312,197.75999450683594,195.9499969482422,196.9499969482422,188.3558349609375,3309300
2018-07-12,198.1999969482422,198.47999572753906,197.0,197.9499969482422,189.31219482421875,2709200
2018-07-13,198.4600067138672,199.92999267578125,198.4600067138672,198.69000244140625,190.0198974609375,2308100
2018-07-16,199.13999938964844,199.22000122070312,197.88999938964844,198.8800048828125,190.20159912109375,2530500
2018-07-17,198.6300048828125,201.42999267578125,198.6300048828125,201.10000610351562,192.32472229003906,4662800
2018-07-18,201.02000427246094,201.9199981689453,200.19000244140625,200.97000122070312,192.20040893554688,3787800
2018-07-19,200.88999938964844,203.22999572753906,200.5500030517578,202.6300048828125,193.78797912597656,3691100
2018-07-20,202.0800018310547,203.75999450683594,201.82000732421875,202.4499969482422,193.61581420898438,3564100
2018-07-23,202.4600067138672,203.38999938964844,201.89999389648438,202.22999572753906,193.40542602539062,2264300
2018-07-24,203.52999877929688,204.25,201.35000610351562,201.99000549316406,193.17591857910156,5058100
2018-07-25,201.39999389648438,202.2899932861328,199.07000732421875,201.0,192.22909545898438,4382700
2018-07-26,201.52999877929688,202.1199951171875,198.91000366210938,199.39999389648438,190.6988983154297,4280000
2018-07-27,200.2100067138672,200.49000549316406,196.67999267578125,197.13999938964844,188.53753662109375,3871200
2018-07-30,196.52999877929688,197.57000732421875,196.39999389648438,197.27999877929688,188.6714324951172,2331100
2018-07-31,197.69000244140625,198.02999877929688,196.8699951171875,197.52000427246094,188.90097045898438,2795900
2018-08-01,196.86000061035156,197.74000549316406,195.60000610351562,196.3000030517578,187.73419189453125,3086800
2018-08-02,195.10000610351562,195.83999633789062,193.5500030517578,195.66000366210938,187.1221160888672,3543500
2018-08-03,196.02999877929688,196.39999389648438,195.25,195.63999938964844,187.1029815673828,2309000
2018-08-06,195.6199951171875,196.05999755859375,195.11000061035156,195.69000244140625,187.1508026123047,2515700
2018-08-07,196.35000610351562,197.1999969482422,195.63999938964844,197.0500030517578,188.4514617919922,3052500
2018-08-08,197.44000244140625,198.91000366210938,197.3000030517578,198.02000427246094,189.37913513183594,2176700
2018-08-09,199.0,199.74000549316406,198.0399932861328,198.0800018310547,189.43650817871094,2466000
2018-08-10,197.33999633789062,197.92999267578125,195.63999938964844,196.3000030517578,187.73419189453125,2873000
2018-08-13,196.3000030517578,197.58999633789062,194.0,194.13999938964844,185.66844177246094,5294400
2018-08-14,195.1699981689453,195.97999572753906,191.27000427246094,193.10000610351562,184.67384338378906,11488000
2018-08-15,191.75,194.17999267578125,191.08999633789062,193.99000549316406,185.52499389648438,6049300
2018-08-16,194.02000427246094,196.08999633789062,193.72000122070312,195.38999938964844,186.8638916015625,5690100
2018-08-17,195.60000610351562,195.97999572753906,194.82000732421875,195.55999755859375,187.0264892578125,3885800
2018-08-20,195.83999633789062,198.44000244140625,195.39999389648438,197.92999267578125,189.29302978515625,2956700
